Age,Gender,BusinessTravel,Job Function,Distance Between Company and Home (KM),"Education (1 is lowest, 5 is highest)","Job Satisfaction (1 is lowest, 4 is highest)",MaritalStatus,Salary ($),"Performance Rating (1 is lowest, 4 is highest)","Work Life Balance (1 is worst, 4 is best)",Length of Service (Years),Resign Status
31,Female,Travel_Rarely,Human Resources,8,2,2,Single,2109,3,3,3,No
31,Male,Travel_Frequently,Research & Development,2,3,4,Married,3722,3,1,2,Yes
45,Male,Travel_Rarely,Research & Development,29,3,4,Married,9380,3,4,3,No
48,Male,Travel_Rarely,Sales,7,3,1,Divorced,5486,3,3,2,No
34,Female,Travel_Rarely,Human Resources,9,4,3,Married,2742,3,3,2,Yes
40,Male,Non-Travel,Research & Development,8,1,2,Divorced,13757,3,3,9,No
28,Male,Travel_Rarely,Sales,5,3,1,Single,8463,3,3,5,No
44,Male,Non-Travel,Research & Development,5,3,3,Single,3162,3,3,5,No
53,Male,Travel_Rarely,Research & Development,2,3,2,Single,16598,3,2,9,No
49,Male,Travel_Rarely,Research & Development,5,4,3,Married,6651,3,2,3,No
40,Male,Travel_Rarely,Research & Development,2,3,3,Divorced,2345,3,4,3,No
44,Male,Travel_Rarely,Research & Development,20,3,2,Single,3420,3,2,5,No
33,Male,Travel_Frequently,Sales,7,3,1,Married,4373,3,3,4,No
34,Male,Travel_Rarely,Sales,3,3,1,Single,4759,3,3,13,No
30,Male,Travel_Rarely,Sales,16,1,3,Married,5301,3,2,2,No
42,Female,Travel_Frequently,Research & Development,9,2,4,Single,3673,3,3,12,No
44,Female,Travel_Frequently,Sales,1,5,3,Married,4768,3,2,1,No
30,Male,Non-Travel,Research & Development,7,3,3,Divorced,1274,3,2,1,No
57,Male,Travel_Rarely,Research & Development,1,2,3,Married,4900,4,2,12,No
49,Male,Travel_Rarely,Research & Development,7,4,2,Divorced,10466,3,3,8,No
34,Male,Travel_Frequently,Research & Development,15,3,1,Divorced,17007,3,2,14,No
28,Male,Travel_Frequently,Sales,1,3,3,Married,2909,3,4,3,Yes
29,Female,Travel_Frequently,Sales,13,3,2,Single,5765,3,1,5,Yes
34,Female,Travel_Rarely,Sales,24,4,2,Single,4599,4,4,15,Yes
35,Male,Travel_Rarely,Sales,7,1,3,Married,2404,3,3,1,No
24,Male,Travel_Frequently,Research & Development,9,3,1,Single,3172,3,2,0,Yes
24,Female,Non-Travel,Sales,13,2,2,Married,2033,3,3,1,No
44,Male,Travel_Frequently,Research & Development,2,1,3,Single,10209,3,2,2,No
29,Male,Travel_Rarely,Sales,19,3,3,Divorced,8620,3,3,10,No
30,Male,Travel_Rarely,Human Resources,1,3,3,Divorced,2064,4,4,5,No
55,Male,Travel_Rarely,Research & Development,4,4,3,Married,4035,3,3,3,No
33,Female,Travel_Rarely,Research & Development,4,4,2,Married,3838,3,3,5,No
47,Female,Travel_Rarely,Sales,14,3,3,Married,4591,3,2,5,No
28,Male,Travel_Frequently,Research & Development,2,2,1,Single,2561,3,2,0,Yes
28,Male,Travel_Rarely,Research & Development,1,3,3,Divorced,1563,3,1,1,No
28,Male,Travel_Frequently,Sales,7,3,1,Single,4898,3,3,4,No
49,Female,Travel_Rarely,Research & Development,3,2,1,Married,4789,4,3,3,No
29,Female,Travel_Frequently,Research & Development,2,1,2,Married,3180,3,3,3,No
28,Male,Travel_Rarely,Research & Development,29,1,2,Married,6549,3,2,8,No
33,Male,Travel_Rarely,Research & Development,8,5,3,Single,6388,3,3,0,No
32,Male,Travel_Rarely,Research & Development,10,3,4,Single,11244,4,4,5,No
54,Female,Travel_Frequently,Research & Development,11,4,4,Divorced,16032,4,3,14,No
29,Male,Travel_Rarely,Research & Development,1,4,1,Single,2362,3,1,9,Yes
44,Male,Travel_Rarely,Research & Development,28,3,1,Married,16328,3,4,20,No
39,Female,Travel_Rarely,Research & Development,6,3,2,Single,8376,3,3,2,No
46,Female,Travel_Rarely,Sales,3,3,2,Married,16606,3,4,13,No
35,Female,Travel_Rarely,Research & Development,16,3,2,Single,8606,3,1,11,No
23,Male,Travel_Rarely,Research & Development,20,1,3,Single,2272,3,3,4,No
40,Male,Travel_Rarely,Research & Development,9,4,1,Single,2018,3,1,5,Yes
34,Male,Travel_Rarely,Sales,1,3,3,Married,7083,3,3,10,No
31,Female,Travel_Frequently,Research & Development,3,3,3,Single,4084,3,1,7,Yes
50,Male,Travel_Frequently,Research & Development,22,5,4,Single,14411,3,3,32,No
34,Male,Travel_Rarely,Sales,7,2,3,Married,2308,4,3,11,No
42,Male,Travel_Rarely,Research & Development,2,3,2,Married,4841,3,3,1,No
37,Male,Travel_Rarely,Research & Development,13,3,4,Married,4285,3,3,10,No
29,Female,Travel_Rarely,Research & Development,8,1,1,Married,9715,3,3,7,No
33,Male,Travel_Rarely,Research & Development,25,3,2,Single,4320,3,3,5,No
45,Male,Travel_Rarely,Research & Development,28,3,4,Married,2132,4,3,5,No
42,Male,Travel_Frequently,Research & Development,2,3,4,Married,10124,3,1,20,No
40,Male,Travel_Rarely,Sales,9,2,1,Married,5473,3,4,8,No
33,Male,Travel_Rarely,Research & Development,28,4,3,Married,5207,3,3,15,No
40,Male,Travel_Rarely,Human Resources,6,2,4,Single,16437,4,3,21,No
24,Male,Travel_Rarely,Research & Development,21,2,1,Divorced,2296,3,3,1,No
40,Male,Non-Travel,Research & Development,8,2,4,Divorced,4069,3,3,2,No
45,Male,Travel_Rarely,Research & Development,1,4,2,Divorced,7441,3,3,10,No
35,Female,Travel_Rarely,Sales,28,4,3,Married,2430,4,3,5,No
32,Female,Travel_Rarely,Research & Development,5,2,2,Married,5878,3,3,7,No
36,Male,Travel_Rarely,Sales,2,4,4,Single,2644,4,2,3,No
48,Female,Travel_Rarely,Sales,16,4,3,Divorced,6439,3,3,8,No
29,Male,Travel_Rarely,Research & Development,9,3,3,Married,2451,3,2,1,No
33,Male,Travel_Rarely,Sales,8,4,1,Married,6392,3,1,2,No
30,Male,Travel_Rarely,Sales,1,3,1,Married,9714,3,3,10,Yes
38,Male,Travel_Frequently,Human Resources,10,4,3,Married,6077,3,3,6,No
35,Male,Travel_Rarely,Research & Development,1,3,1,Single,2450,3,3,3,No
30,Male,Travel_Rarely,Sales,29,4,2,Married,9250,3,3,4,No
35,Female,Travel_Rarely,Research & Development,2,3,1,Divorced,2074,3,3,1,Yes
53,Female,Travel_Rarely,Research & Development,2,5,4,Married,10169,3,3,33,Yes
38,Male,Travel_Rarely,Research & Development,2,3,2,Married,4855,3,3,5,Yes
32,Male,Non-Travel,Research & Development,1,4,1,Married,4087,3,2,6,No
48,Female,Travel_Rarely,Research & Development,15,4,1,Married,2367,3,2,8,No
34,Male,Travel_Rarely,Research & Development,7,4,4,Single,2972,3,1,1,No
55,Male,Travel_Rarely,Sales,26,5,4,Married,19586,4,3,36,No
34,Male,Travel_Rarely,Research & Development,1,4,4,Married,5484,3,2,2,No
26,Female,Travel_Rarely,Research & Development,3,3,4,Married,2061,4,3,1,No
38,Male,Travel_Rarely,Sales,14,3,2,Married,9924,3,3,9,No
38,Female,Travel_Rarely,Sales,16,3,2,Single,4198,3,4,3,No
36,Female,Travel_Rarely,Sales,1,4,3,Single,6815,3,3,1,No
29,Male,Travel_Rarely,Research & Development,3,1,1,Single,4723,3,3,10,No
35,Female,Travel_Rarely,Research & Development,10,4,3,Single,6142,3,3,5,No
39,Male,Travel_Rarely,Sales,6,3,3,Married,8237,3,3,7,No
29,Male,Travel_Frequently,Research & Development,2,1,4,Divorced,8853,3,4,6,No
50,Male,Travel_Rarely,Sales,9,3,3,Married,19331,3,3,1,No
23,Male,Travel_Rarely,Research & Development,10,3,3,Married,2073,3,3,2,No
36,Male,Travel_Frequently,Research & Development,6,4,1,Married,5562,3,3,3,No
42,Male,Travel_Rarely,Research & Development,9,2,4,Single,19613,4,3,1,No
35,Male,Travel_Rarely,Research & Development,28,3,3,Married,3407,3,2,10,No
34,Male,Travel_Frequently,Research & Development,10,4,3,Married,5063,3,2,8,No
40,Female,Travel_Rarely,Sales,14,2,1,Married,4639,3,3,5,No
43,Male,Travel_Rarely,Research & Development,27,3,2,Divorced,4876,3,3,6,No
35,Male,Travel_Rarely,Research & Development,7,2,4,Married,2690,3,2,1,No
46,Male,Travel_Rarely,Sales,1,4,1,Single,17567,3,1,26,No
28,Male,Travel_Rarely,Research & Development,24,3,2,Married,2408,3,3,1,Yes
22,Female,Non-Travel,Research & Development,26,2,3,Married,2814,3,2,4,No
50,Male,Travel_Frequently,Research & Development,20,5,3,Married,11245,3,3,30,No
32,Female,Travel_Rarely,Research & Development,5,4,4,Married,3312,3,3,3,No
44,Female,Travel_Rarely,Research & Development,7,3,4,Divorced,19049,3,2,22,No
30,Male,Travel_Rarely,Research & Development,7,3,2,Married,2141,3,2,6,No
45,Female,Travel_Rarely,Research & Development,5,5,1,Single,5769,3,3,10,No
45,Male,Non-Travel,Sales,26,3,1,Married,4385,3,3,10,No
31,Male,Travel_Frequently,Sales,2,4,1,Single,5332,3,3,5,No
36,Female,Travel_Rarely,Research & Development,12,4,3,Married,4663,3,3,3,No
34,Male,Travel_Frequently,Research & Development,10,4,4,Divorced,4724,3,3,9,No
49,Female,Travel_Rarely,Research & Development,25,4,1,Married,3211,3,2,9,No
39,Male,Travel_Rarely,Research & Development,10,5,1,Married,5377,3,3,7,No
27,Male,Travel_Rarely,Research & Development,19,3,1,Divorced,4066,3,3,7,No
35,Male,Travel_Rarely,Research & Development,18,5,1,Married,5208,3,3,16,No
28,Female,Travel_Rarely,Research & Development,27,3,1,Divorced,4877,4,2,5,No
21,Male,Travel_Rarely,Research & Development,5,1,4,Single,3117,3,3,2,No
18,Female,Travel_Frequently,Sales,3,2,4,Single,1569,3,4,0,Yes
47,Female,Travel_Rarely,Human Resources,26,4,3,Married,19658,3,3,5,No
39,Male,Travel_Rarely,Research & Development,3,2,3,Divorced,3069,3,3,10,No
40,Female,Travel_Rarely,Research & Development,15,3,3,Married,10435,3,3,18,No
35,Female,Non-Travel,Research & Development,8,4,3,Married,4148,3,3,14,No
37,Male,Travel_Rarely,Research & Development,19,3,3,Married,5768,3,2,4,No
39,Female,Travel_Frequently,Research & Development,4,3,3,Single,5042,3,1,9,No
45,Female,Travel_Rarely,Research & Development,2,2,4,Divorced,5770,3,3,10,No
38,Female,Travel_Rarely,Research & Development,2,2,3,Married,7756,3,4,5,No
35,Male,Travel_Rarely,Sales,10,3,1,Married,10306,3,3,13,Yes
37,Female,Travel_Rarely,Research & Development,10,3,2,Married,3936,3,1,8,No
40,Female,Travel_Rarely,Research & Development,16,3,4,Single,7945,3,2,4,No
44,Male,Travel_Frequently,Human Resources,1,5,4,Married,5743,3,3,10,No
48,Male,Travel_Frequently,Research & Development,4,5,4,Married,15202,4,3,2,No
35,Male,Travel_Rarely,Sales,15,2,4,Divorced,5440,3,2,2,Yes
24,Female,Travel_Frequently,Research & Development,2,1,4,Single,3760,3,3,6,No
27,Female,Travel_Rarely,Research & Development,8,3,3,Married,3517,3,3,3,No
27,Male,Travel_Frequently,Research & Development,2,3,4,Single,2580,3,2,4,No
40,Male,Travel_Rarely,Research & Development,7,3,1,Single,2166,3,1,4,Yes
29,Male,Travel_Rarely,Sales,10,3,3,Single,5869,3,3,5,No
36,Female,Travel_Rarely,Research & Development,5,4,1,Married,8008,3,3,3,No
25,Male,Travel_Frequently,Research & Development,2,1,3,Divorced,5206,3,3,7,No
39,Male,Travel_Rarely,Research & Development,12,3,2,Married,5295,4,3,5,No
49,Female,Travel_Rarely,Research & Development,22,4,2,Married,16413,3,3,4,No
50,Female,Travel_Rarely,Research & Development,17,5,1,Divorced,13269,3,3,14,No
20,Female,Travel_Rarely,Sales,2,3,3,Single,2783,3,3,2,No
34,Female,Travel_Rarely,Research & Development,3,3,2,Divorced,5433,3,3,11,No
36,Male,Travel_Rarely,Research & Development,7,3,2,Single,2013,3,3,4,No
49,Female,Travel_Rarely,Research & Development,6,1,3,Married,13966,3,3,15,No
36,Female,Non-Travel,Research & Development,1,4,3,Married,4374,3,3,3,No
36,Male,Travel_Rarely,Research & Development,3,2,1,Divorced,6842,4,3,5,No
54,Female,Travel_Rarely,Research & Development,22,5,3,Married,17426,4,3,10,No
43,Male,Travel_Rarely,Research & Development,15,2,3,Married,17603,4,3,14,No
35,Male,Travel_Frequently,Sales,12,4,4,Single,4581,4,4,11,Yes
38,Male,Travel_Frequently,Research & Development,1,3,4,Married,4735,3,4,13,No
29,Male,Travel_Rarely,Sales,5,3,2,Divorced,4187,3,2,10,No
33,Male,Travel_Rarely,Sales,2,4,4,Divorced,5505,3,3,6,No
32,Male,Travel_Rarely,Research & Development,2,3,2,Divorced,5470,3,2,9,No
31,Female,Travel_Rarely,Sales,5,4,4,Married,5476,3,3,10,No
49,Female,Travel_Rarely,Research & Development,16,3,1,Divorced,2587,3,2,2,No
38,Female,Travel_Frequently,Research & Development,2,3,2,Single,2440,4,3,4,No
47,Female,Travel_Rarely,Sales,2,4,2,Divorced,15972,3,3,3,No
49,Male,Travel_Rarely,Research & Development,1,3,3,Single,15379,3,3,8,No
41,Male,Travel_Rarely,Sales,23,2,3,Single,7082,3,3,2,No
20,Male,Travel_Rarely,Sales,9,1,1,Single,2728,3,3,2,No
33,Female,Non-Travel,Sales,16,3,4,Divorced,5368,4,3,6,No
36,Male,Travel_Rarely,Research & Development,26,4,3,Married,5347,3,2,3,No
44,Female,Travel_Rarely,Human Resources,1,3,4,Divorced,3195,3,3,2,No
23,Male,Travel_Rarely,Research & Development,8,1,3,Single,3989,3,3,5,Yes
38,Female,Travel_Rarely,Research & Development,4,2,3,Married,3306,3,2,0,No
53,Male,Travel_Rarely,Research & Development,24,4,4,Married,7005,3,3,4,No
48,Female,Travel_Frequently,Sales,7,2,3,Married,2655,3,3,9,Yes
32,Male,Travel_Rarely,Research & Development,2,4,2,Single,1393,3,3,1,Yes
26,Male,Non-Travel,Research & Development,7,3,4,Single,2570,4,3,7,No
55,Male,Travel_Rarely,Research & Development,22,3,2,Divorced,3537,3,3,4,No
34,Male,Travel_Rarely,Research & Development,5,2,4,Married,3986,3,4,15,No
60,Male,Travel_Rarely,Research & Development,1,4,4,Divorced,10883,4,4,1,No
33,Male,Travel_Rarely,Research & Development,21,3,2,Married,2028,3,3,14,No
37,Male,Travel_Frequently,Sales,1,4,4,Divorced,9525,3,2,6,No
34,Female,Travel_Rarely,Research & Development,19,3,4,Married,2929,3,3,10,No
23,Male,Travel_Rarely,Sales,7,3,4,Divorced,2275,4,3,3,Yes
44,Female,Travel_Rarely,Research & Development,2,3,4,Married,7879,3,3,8,No
35,Male,Travel_Frequently,Research & Development,2,4,4,Single,4930,3,4,5,No
43,Male,Travel_Rarely,Sales,2,3,4,Married,7847,3,3,10,No
24,Male,Travel_Rarely,Research & Development,9,3,3,Married,4401,3,3,5,No
41,Male,Travel_Rarely,Sales,6,3,3,Single,9241,3,3,10,No
29,Female,Travel_Rarely,Research & Development,9,4,3,Married,2974,3,3,5,No
36,Female,Travel_Rarely,Sales,2,4,4,Single,4502,3,2,13,No
45,Male,Non-Travel,Research & Development,1,1,3,Married,10748,4,2,23,No
24,Male,Travel_Rarely,Human Resources,22,1,3,Married,1555,3,3,1,Yes
47,Male,Travel_Frequently,Sales,9,3,3,Married,12936,3,1,23,Yes
26,Male,Travel_Rarely,Research & Development,17,4,3,Married,2305,3,4,3,No
45,Female,Travel_Rarely,Research & Development,28,2,2,Single,16704,3,3,21,No
32,Male,Travel_Frequently,Research & Development,10,3,3,Married,3433,3,2,5,No
31,Male,Travel_Rarely,Research & Development,2,4,3,Married,3477,3,4,5,No
41,Male,Non-Travel,Human Resources,4,3,2,Married,6430,3,3,3,No
40,Female,Travel_Rarely,Research & Development,8,2,1,Married,6516,3,3,1,No
24,Male,Travel_Rarely,Research & Development,29,1,1,Divorced,3907,3,4,6,No
46,Male,Travel_Rarely,Research & Development,13,4,2,Single,5562,3,3,10,No
35,Male,Travel_Rarely,Research & Development,27,4,3,Married,6883,3,3,7,No
30,Male,Travel_Rarely,Research & Development,16,1,4,Married,2862,3,2,10,No
47,Male,Non-Travel,Sales,2,4,2,Married,4978,3,1,1,No
46,Male,Travel_Rarely,Sales,2,3,4,Divorced,10368,3,2,10,No
36,Male,Travel_Rarely,Sales,13,5,1,Divorced,6134,3,3,2,Yes
32,Male,Travel_Rarely,Sales,1,2,2,Single,6735,3,3,0,Yes
23,Female,Travel_Rarely,Research & Development,4,1,2,Single,3295,3,1,3,No
31,Female,Travel_Frequently,Research & Development,24,1,4,Single,5238,4,2,5,No
39,Male,Non-Travel,Research & Development,1,3,4,Married,6472,3,3,9,No
32,Male,Travel_Rarely,Sales,19,3,3,Married,9610,3,1,4,No
40,Male,Travel_Rarely,Sales,7,4,2,Single,19833,3,2,21,No
45,Female,Travel_Rarely,Human Resources,4,3,3,Married,9756,4,4,5,No
30,Female,Travel_Frequently,Research & Development,2,4,1,Single,4968,3,3,9,No
24,Male,Travel_Frequently,Human Resources,10,3,4,Married,2145,3,3,2,No
30,Female,Travel_Frequently,Human Resources,8,3,4,Divorced,2180,3,2,4,Yes
31,Male,Travel_Rarely,Sales,5,3,3,Married,8346,3,3,5,No
27,Female,Travel_Rarely,Research & Development,8,3,4,Single,3445,3,2,6,No
29,Female,Travel_Rarely,Sales,9,3,2,Single,2760,3,3,2,Yes
29,Male,Travel_Frequently,Research & Development,1,3,3,Single,6294,3,4,3,No
30,Male,Travel_Rarely,Sales,15,2,1,Divorced,7140,3,3,7,No
34,Male,Travel_Rarely,Research & Development,2,4,4,Married,2932,3,3,5,No
33,Female,Non-Travel,Sales,2,3,2,Single,5147,3,2,11,No
49,Female,Travel_Rarely,Sales,11,4,4,Single,4507,3,4,5,No
33,Female,Travel_Rarely,Sales,16,3,1,Single,8564,4,2,0,Yes
38,Female,Travel_Frequently,Research & Development,2,2,2,Married,2468,3,2,6,No
31,Male,Travel_Rarely,Sales,16,4,3,Married,8161,3,3,1,Yes
29,Female,Travel_Rarely,Research & Development,4,3,1,Divorced,2109,3,3,1,No
30,Male,Travel_Rarely,Research & Development,16,3,3,Married,5294,3,3,7,No
32,Male,Non-Travel,Research & Development,5,4,2,Single,2718,3,3,7,No
38,Male,Travel_Rarely,Research & Development,18,3,4,Married,5811,3,3,1,No
43,Male,Travel_Frequently,Research & Development,17,3,3,Married,2437,3,3,1,Yes
42,Male,Travel_Rarely,Research & Development,12,3,2,Divorced,2766,4,2,5,No
55,Male,Travel_Rarely,Research & Development,2,3,1,Married,19038,3,3,1,No
33,Male,Non-Travel,Research & Development,4,3,2,Divorced,3055,3,2,9,No
41,Male,Travel_Rarely,Research & Development,9,4,1,Divorced,2289,4,3,5,No
34,Male,Non-Travel,Sales,10,3,3,Divorced,4001,3,3,15,No
53,Female,Non-Travel,Research & Development,1,4,3,Married,12965,4,2,3,No
43,Male,Travel_Rarely,Human Resources,2,3,4,Single,3539,3,3,9,No
34,Female,Travel_Rarely,Sales,3,2,4,Single,6029,3,3,2,No
21,Male,Travel_Rarely,Sales,7,1,2,Single,2679,3,3,1,Yes
38,Female,Travel_Rarely,Research & Development,6,2,3,Married,3702,3,3,5,No
22,Female,Travel_Rarely,Research & Development,8,1,1,Married,2398,3,3,1,Yes
31,Female,Travel_Rarely,Sales,29,4,4,Married,5468,3,3,12,No
51,Female,Travel_Rarely,Research & Development,3,3,3,Married,13116,3,3,2,No
37,Male,Travel_Rarely,Sales,9,2,2,Married,4189,3,3,5,No
46,Male,Travel_Rarely,Research & Development,2,4,4,Divorced,19328,3,3,2,No
36,Male,Travel_Rarely,Research & Development,10,3,1,Married,8321,3,3,12,No
44,Male,Travel_Frequently,Research & Development,1,2,2,Divorced,2342,3,2,5,Yes
37,Male,Travel_Rarely,Human Resources,8,2,2,Divorced,4071,3,2,10,No
35,Male,Travel_Rarely,Sales,27,3,4,Single,5813,3,3,10,Yes
33,Male,Travel_Rarely,Research & Development,8,4,1,Married,3143,3,3,10,No
28,Male,Travel_Rarely,Research & Development,1,3,4,Married,2044,3,4,5,No
39,Male,Travel_Rarely,Research & Development,10,1,3,Single,13464,4,3,4,No
46,Male,Non-Travel,Sales,26,2,2,Single,7991,3,3,2,No
40,Female,Travel_Rarely,Research & Development,2,2,1,Married,3377,3,2,4,No
42,Male,Travel_Rarely,Research & Development,13,3,1,Married,5538,3,2,0,No
35,Male,Non-Travel,Research & Development,2,2,4,Divorced,5762,3,3,7,No
38,Male,Non-Travel,Human Resources,2,3,2,Divorced,2592,3,3,11,No
34,Male,Travel_Frequently,Research & Development,9,4,1,Married,5346,3,2,7,Yes
37,Male,Travel_Rarely,Research & Development,10,4,1,Single,4213,3,1,10,Yes
39,Male,Travel_Frequently,Sales,20,3,4,Divorced,4127,3,3,2,No
43,Male,Non-Travel,Research & Development,9,3,3,Single,2438,3,2,3,No
41,Male,Travel_Rarely,Research & Development,5,3,2,Single,6870,3,1,3,No
41,Female,Travel_Rarely,Sales,4,1,3,Divorced,10447,3,4,22,No
30,Female,Travel_Rarely,Research & Development,10,3,3,Single,9667,3,3,7,No
26,Female,Travel_Rarely,Human Resources,20,2,2,Married,2148,3,3,5,Yes
46,Female,Travel_Rarely,Research & Development,21,2,2,Married,8926,4,4,9,Yes
40,Female,Travel_Rarely,Research & Development,1,3,4,Divorced,6513,3,3,5,No
34,Male,Travel_Rarely,Sales,8,2,3,Married,6799,4,3,10,No
58,Male,Non-Travel,Sales,2,3,2,Divorced,16291,4,2,16,No
35,Male,Travel_Rarely,Research & Development,23,4,3,Married,2705,3,4,5,No
47,Female,Travel_Rarely,Research & Development,4,3,2,Divorced,10333,3,3,22,No
40,Female,Travel_Rarely,Research & Development,12,3,1,Divorced,4448,3,3,7,No
54,Female,Travel_Rarely,Research & Development,7,4,4,Married,6854,3,2,7,No
31,Female,Travel_Frequently,Sales,7,4,1,Married,9637,3,3,3,No
28,Female,Travel_Rarely,Research & Development,1,3,1,Married,3591,4,3,3,No
38,Female,Travel_Rarely,Sales,2,4,4,Married,5405,4,2,4,No
26,Male,Travel_Rarely,Sales,10,3,4,Single,4684,3,3,5,No
58,Male,Travel_Frequently,Research & Development,15,4,3,Married,15787,3,3,2,No
18,Female,Non-Travel,Research & Development,14,3,3,Single,1514,3,1,0,No
31,Male,Travel_Rarely,Human Resources,18,5,1,Married,2956,3,3,1,Yes
29,Male,Travel_Rarely,Human Resources,13,3,1,Divorced,2335,3,3,2,Yes
45,Female,Non-Travel,Sales,2,4,3,Married,5154,4,4,8,No
36,Female,Travel_Rarely,Research & Development,2,4,2,Married,6962,4,3,1,No
43,Male,Travel_Frequently,Sales,2,4,4,Married,5675,4,3,7,No
27,Female,Travel_Frequently,Research & Development,5,2,4,Single,2379,3,2,5,No
29,Male,Travel_Frequently,Research & Development,20,1,4,Married,3812,3,4,11,No
32,Male,Travel_Frequently,Sales,10,4,4,Single,4648,3,4,0,No
42,Male,Non-Travel,Research & Development,10,4,3,Married,2936,4,2,6,No
47,Female,Travel_Rarely,Research & Development,9,4,3,Single,2105,3,3,2,No
46,Male,Travel_Rarely,Research & Development,2,2,4,Divorced,8578,3,2,9,No
28,Male,Non-Travel,Human Resources,1,2,4,Divorced,2706,3,3,3,No
29,Male,Travel_Rarely,Research & Development,29,1,3,Divorced,6384,3,3,7,No
42,Male,Travel_Rarely,Research & Development,8,3,3,Single,3968,3,3,0,No
32,Male,Travel_Rarely,Sales,2,4,2,Single,9907,3,2,2,Yes
46,Female,Travel_Rarely,Sales,3,3,1,Divorced,13225,3,3,19,No
27,Female,Travel_Rarely,Sales,23,1,3,Married,3540,4,3,9,No
29,Male,Travel_Rarely,Human Resources,6,1,2,Married,2804,3,3,1,No
43,Female,Travel_Rarely,Research & Development,6,3,3,Married,19392,3,3,16,No
48,Male,Travel_Rarely,Research & Development,10,3,2,Married,19665,3,3,22,No
29,Male,Travel_Frequently,Research & Development,24,2,4,Single,2439,4,2,1,Yes
46,Female,Travel_Rarely,Sales,10,3,2,Married,7314,4,3,8,Yes
27,Female,Travel_Frequently,Research & Development,15,3,1,Married,4774,3,2,7,No
39,Male,Travel_Rarely,Research & Development,19,4,4,Divorced,3902,3,3,2,No
55,Male,Travel_Rarely,Research & Development,2,4,4,Married,2662,4,4,5,No
28,Female,Travel_Rarely,Sales,3,3,2,Married,2856,3,3,1,No
30,Male,Travel_Rarely,Sales,9,3,4,Single,1081,3,2,1,Yes
22,Male,Travel_Rarely,Research & Development,7,1,2,Single,2472,4,3,1,Yes
36,Female,Travel_Rarely,Sales,10,4,3,Married,5673,3,3,10,No
31,Male,Travel_Rarely,Research & Development,20,3,3,Divorced,4197,3,3,10,No
34,Male,Travel_Rarely,Sales,4,3,4,Married,9713,3,3,5,No
29,Male,Travel_Rarely,Research & Development,7,3,1,Single,2062,3,3,3,No
37,Male,Travel_Rarely,Research & Development,7,4,1,Married,4284,4,3,5,No
35,Female,Travel_Rarely,Research & Development,16,2,2,Married,4788,3,3,3,No
45,Female,Travel_Rarely,Research & Development,25,2,4,Married,5906,3,2,9,No
36,Male,Travel_Frequently,Human Resources,2,1,4,Single,3886,4,2,10,No
40,Male,Travel_Rarely,Research & Development,1,4,1,Divorced,16823,3,3,19,No
26,Female,Travel_Rarely,Research & Development,1,2,3,Married,2933,3,2,1,No
27,Female,Travel_Rarely,Sales,2,2,3,Single,6500,3,2,8,No
48,Female,Travel_Frequently,Research & Development,22,3,4,Divorced,17174,3,3,22,No
44,Male,Travel_Rarely,Research & Development,1,4,1,Married,5033,3,3,2,No
34,Male,Non-Travel,Research & Development,16,4,1,Married,2307,4,3,5,Yes
56,Male,Travel_Rarely,Research & Development,24,2,4,Single,2587,3,3,4,Yes
36,Male,Travel_Rarely,Sales,17,2,2,Married,5507,3,1,4,No
41,Female,Travel_Rarely,Sales,8,3,2,Married,4393,4,3,5,No
42,Male,Travel_Rarely,Research & Development,6,3,1,Married,13348,3,4,13,No
31,Female,Travel_Rarely,Sales,10,2,4,Divorced,6583,3,3,5,No
34,Female,Travel_Rarely,Sales,3,1,4,Married,8103,3,2,4,No
31,Female,Travel_Rarely,Research & Development,4,3,3,Divorced,3978,3,2,2,No
26,Male,Travel_Frequently,Research & Development,6,3,4,Married,2544,3,3,7,No
45,Male,Travel_Frequently,Research & Development,1,4,3,Single,5399,3,3,4,No
33,Male,Travel_Rarely,Sales,10,4,3,Single,5487,3,2,10,No
28,Male,Travel_Frequently,Sales,1,2,4,Married,6834,3,3,7,No
29,Male,Travel_Frequently,Sales,24,3,1,Single,1091,3,3,1,Yes
39,Female,Non-Travel,Sales,21,4,3,Married,5736,3,3,3,No
27,Male,Travel_Rarely,Research & Development,2,4,2,Married,2226,3,2,5,No
34,Male,Travel_Frequently,Research & Development,22,4,4,Married,5747,3,3,15,No
28,Female,Travel_Rarely,Sales,13,2,3,Single,9854,3,3,2,Yes
47,Male,Non-Travel,Research & Development,14,4,2,Married,5467,3,4,8,No
56,Female,Travel_Rarely,Sales,11,5,1,Married,5380,3,3,0,No
39,Male,Travel_Rarely,Research & Development,9,2,1,Married,5151,4,3,10,No
38,Female,Travel_Frequently,Research & Development,8,3,2,Divorced,2133,3,3,20,No
58,Female,Travel_Rarely,Sales,21,3,4,Married,17875,3,2,1,No
32,Female,Travel_Frequently,Research & Development,5,2,3,Single,2432,3,3,4,Yes
38,Male,Travel_Rarely,Research & Development,9,2,4,Divorced,4771,3,4,5,No
49,Male,Travel_Frequently,Research & Development,2,1,4,Married,19161,3,3,5,No
42,Male,Travel_Rarely,Sales,12,4,4,Divorced,5087,3,3,0,No
27,Female,Travel_Frequently,Human Resources,22,3,2,Married,2863,3,3,1,Yes
35,Male,Travel_Rarely,Sales,18,4,1,Married,5561,3,1,5,No
